endTime,artistName,trackName,msPlayed
2024-01-03 09:38,Imala Zir,Apricity,158000
2024-01-03 09:41,Far & Beyond,efflorescence,143500
2024-01-03 09:43,BBG's,Tell A Story,160000
2024-01-03 09:46,Oblivion,Extension,150133
2024-01-03 09:49,Isaak Young,Keeping it together,188804
2024-01-03 12:04,Niveous,Status Update,68306
2024-01-03 15:37,A.R. Rahman,"Main Parwaana - From ""Pippa""",234521
2024-01-03 15:41,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",273396
2024-01-03 15:42,Hiphop Tamizha,Pallikoodam - The Farewell Song,18767
2024-01-03 15:45,Armaan Malik,Kasam Se,185648
2024-01-03 15:46,Keshav Tyohar,Manmarziyaan,60231
2024-01-03 15:48,Armaan Malik,O Re Piya (The Unwind Mix),140213
2024-01-03 15:49,Ajit Kale,Tere Sath Mein,67105
2024-01-03 15:51,Aditya A,Chaand Baaliyan Duet,105511
2024-01-03 15:54,Salim–Sulaiman,Haule Haule - LoFi Mix,42044
2024-01-03 16:00,Yasser Desai,Mann Jogiya,361108
2024-01-03 16:21,Himanshi Khurana,Har Dafa,3594
2024-01-03 19:01,Madhur Sharma,Kali Kali Zulfon Ke (Extended Version),2647
2024-01-03 19:01,Arsh Mohammed,Halka Halka Suroor,1695
2024-01-03 19:01,Aditya A,Chaand Baaliyan Duet,1068
2024-01-03 19:01,Shaurya Jha,Sohnea (Duet),1695
2024-01-03 19:06,Ashish Khandal,O Re Piya (Unplugged),3018
2024-01-03 19:06,Rahul Vaidya,Soneya,975
2024-01-03 19:06,Yasser Desai,Dil Nu Dildaar - Lo-Fi Remix,2739
2024-01-03 19:06,Kailash Kher,Saiyyan - Trending Version,1555
2024-01-03 19:06,Amit Roy Roy,Dil Ko Kaarar Aaya - Reprise,92
2024-01-03 19:06,Aditya Seal,Kivein Mukhade,1114
2024-01-03 19:07,Anirudh Sharma,Raaton Main,1602
2024-01-03 19:10,Arjun Kanungo,Zara Zara - MTV Unwind,208320
2024-01-03 23:39,Aditya Rikhari,Side By Side,35941
2024-01-04 09:17,A.R. Rahman,"Main Parwaana - From ""Pippa""",601845
2024-01-04 09:23,Pritam,Hardum Humdum,188000
2024-01-04 09:27,Sunidhi Chauhan,Lae Dooba,229877
2024-01-04 09:28,Aditya A,Awaargi,61491
2024-01-04 09:43,Amaal Mallik,"Jaan Hai Meri (From ""Radhe Shyam"")",1300
2024-01-04 09:43,Amit Trivedi,Madhubala,1184
2024-01-04 09:43,Anirudh Ravichander,Chaleya,1764
2024-01-04 09:43,Dhvani Bhanushali,Naina Milayke,1114
2024-01-04 09:43,Darshan Raval,Baarish Lete Aana,3343
2024-01-04 09:43,Jasleen Royal,Nachde Ne Saare,194761
2024-01-04 09:43,Arjun Kanungo,Ilzaam (From the Album 'Industry'),23326
2024-01-04 09:47,Arjun Kanungo,Zara Zara - MTV Unwind,208320
2024-01-04 09:50,Ayushmann Khurrana,Nazm Nazm,194634
2024-01-04 10:56,A.R. Rahman,Nazar Laaye - Reprise,64740
2024-01-04 10:59,Rishab Rikhiram Sharma,Tilak Kamod,132048
2024-01-04 14:49,Amaal Mallik,"Jaan Hai Meri (From ""Radhe Shyam"")",163551
2024-01-04 14:53,Amit Trivedi,Nazdeekiyaan,206451
2024-01-04 15:26,Amit Trivedi,Senti Wali Mental,228690
2024-01-04 15:36,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",269328
2024-01-04 15:39,Armaan Malik,Kasam Se,185648
2024-01-04 15:47,Dhaval Kothari,Kaho Poonam Na,267174
2024-01-04 16:07,Sohail Sen,Jiya,85495
2024-01-05 07:25,Sohail Sen,Jiya,198179
2024-01-05 07:31,Pritam,Hardum Humdum,339158
2024-01-05 07:35,Amit Trivedi,Madhubala,243333
2024-01-05 08:01,Samira Koppikar,Bairaagi,252374
2024-01-05 08:11,Amaal Mallik,"Jaan Hai Meri (From ""Radhe Shyam"")",274947
2024-01-05 08:11,Arjun Kanungo,Zara Zara - MTV Unwind,5126
2024-01-05 08:11,A.R. Rahman,"Main Parwaana - From ""Pippa""",1950
2024-01-05 10:05,Anirudh Ravichander,Chaleya,417
2024-01-05 10:05,Payal Dev,"Tum Hi Aana (Sad Version) [From ""Marjaavaan""]",510
2024-01-05 10:05,Darshan Raval,Mannat,417
2024-01-05 10:05,Shilpa Rao,Tose Naina Lage,626
2024-01-05 10:05,Armaan Malik,Kaun Tujhe (Armaan Malik Version),580
2024-01-05 10:05,Darshan Raval,Bhula Dunga,1555
2024-01-05 10:05,Ayushmann Khurrana,Nazm Nazm,557
2024-01-05 10:05,Shankar-Ehsaan-Loy,Sajde,116
2024-01-05 10:08,Shashaa Tirupati,Baarish,952
2024-01-05 10:08,Shilpa Rao,Manmarziyan,1346
2024-01-05 10:08,Shafqat Amanat Ali,Allah Waariyan,1160
2024-01-05 10:08,Darshan Raval,Lo Aayi Barsaat,650
2024-01-05 10:08,Sohail Sen,Dhunki,1068
2024-01-05 10:08,Abhijeet Srivastava,"Chashni (From ""Bharat"")",1044
2024-01-05 10:08,Amit Trivedi,Tu Hi Hai,812
2024-01-05 10:08,Sachet-Parampara,Nasheeli Aankhein,1369
2024-01-05 10:08,Sohail Sen,Banjaara,1044
2024-01-05 10:08,Shilpa Rao,Tose Naina Lage,186666
2024-01-05 10:08,Sohail Sen,Choomantar,255
2024-01-05 10:08,Rekha Bhardwaj,Hamari Atariya,882
2024-01-05 10:08,Darshan Raval,Bhula Dunga,23159
2024-01-05 10:08,Shaarib Toshi,"Bandeya - From ""Dil Juunglee""",1416
2024-01-05 10:08,Jeet Gannguli,"Khamoshiyan (From ""Khamoshiyan"") - Unplugged",464
2024-01-05 10:08,Ilaiyaraaja,"Ae Zindagi Gale Laga Le - Take, 1",1369
2024-01-05 10:09,Clinton Cerejo,Hey Ya !,534
2024-01-05 10:09,Vishal-Shekhar,Manchala,1068
2024-01-05 10:09,Altamash Faridi,Aashiq Tera,859
2024-01-05 10:09,Sohail Sen,Saaiyaan,139
2024-01-05 10:09,Amit Trivedi,Zinda,557
2024-01-05 10:09,Arijit Singh,Tere Hoke Rahengay,696
2024-01-05 10:09,Rekha Bhardwaj,Mileya Mileya,1114
2024-01-05 10:09,Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")",534
2024-01-05 10:09,Jeet Gannguli,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",673
2024-01-05 10:09,Mohit Chauhan,Kuchh Khaas,835
2024-01-05 10:09,Rochak Kohli,Atrangi Yaari,510
2024-01-05 10:09,Sohail Sen,Asalaam-e-Ishqum,673
2024-01-05 10:09,Jubin Nautiyal,Shish Nawata Hoon,3088
2024-01-05 10:09,Darshan Raval,Baarish Lete Aana,812
2024-01-05 10:09,Vishal-Shekhar,Zehnaseeb,905
2024-01-05 10:09,Anu Malik,Moh Moh Ke Dhaage (Female),255
2024-01-05 10:09,Palak Muchhal,"Kabhi Yaadon Mein (From ""Kabhi Yaadon Mein"")",696
2024-01-05 10:09,Jonita Gandhi,Aahista,928
2024-01-05 10:09,Vishal Dadlani,Ik Junoon (Paint It Red),789
2024-01-05 10:09,Sohail Sen,Do Dhaari Talwaar,557
2024-01-05 10:09,Shilpa Rao,Meherbaan,673
2024-01-05 14:54,Tulsi Kumar,Tere Naal,835
2024-01-05 14:59,A.R. Rahman,"Main Parwaana - From ""Pippa""",323709
2024-01-05 15:02,Aditya A,Awaargi,1137
2024-01-05 15:02,Mohit Lalwani,Radhakrishna Naamawali Chant,1021
2024-01-05 15:02,Amit Trivedi,Madhubala,6232
2024-01-05 15:02,Pritam,Hardum Humdum,188000
2024-01-05 15:03,Arjun Kanungo,Ilzaam (From the Album 'Industry'),1160
2024-01-05 15:10,Anurag Saikia,Aise Kyun,952
2024-01-05 15:15,Hiphop Tamizha,Kadhal Oru Aagayam,3761
2024-01-05 15:15,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",273396
2024-01-05 15:20,Mohit Chauhan,Masakali,288647
2024-01-05 15:24,Anurag Saikia,Aise Kyun,264933
2024-01-05 15:27,Yasser Desai,"Makhna - From ""Drive""",183000
2024-01-05 15:31,Salim–Sulaiman,Tujh Mein Rab Dikhta Hai - II,534
2024-01-05 15:31,Pritam,"Bheegi Si Bhaagi Si (From ""Raajneeti"")",0
2024-01-05 15:31,Atif Aslam,Main Rang Sharbaton Ka,79981
2024-01-05 15:31,Amit Trivedi,Naina Da Kya Kasoor,278
2024-01-05 15:31,Darshan Raval,Ek Tarfa,603
2024-01-05 15:31,Vishal Mishra,Aaj Bhi,185
2024-01-05 15:31,Vishal Mishra,Aaj Bhi,441
2024-01-05 15:31,Alyssa Mendonsa,Khaabon Ke Parinday,1091
2024-01-05 15:31,Alyssa Mendonsa,Khaabon Ke Parinday,580
2024-01-05 15:31,Jasleen Royal,Nachde Ne Saare,510
2024-01-05 15:31,Vishal-Shekhar,Tujhe Bhula Diya,557
2024-01-05 15:35,Amit Trivedi,Naina Da Kya Kasoor,210951
2024-01-05 15:39,Alyssa Mendonsa,Khaabon Ke Parinday,251704
2024-01-05 15:40,Pritam,"Bheegi Si Bhaagi Si (From ""Raajneeti"")",1253
2024-01-05 15:40,Abhijeet,"Chaand Taare (From ""Yes Boss"")",0
2024-01-05 15:40,Darshan Raval,Mannat,789
2024-01-05 15:40,Mohit Chauhan,Kuchh Khaas,766
2024-01-05 15:40,Pritam,Tu Hi Haqeeqat,928
2024-01-05 15:40,Armaan Malik,Kaun Tujhe (Armaan Malik Version),1160
2024-01-05 15:40,Vishal Mishra,Aaj Bhi,31881
2024-01-05 15:40,Mohit Chauhan,Phir Se Ud Chala,812
2024-01-05 15:40,Vishal Dadlani,Jee Le Zaraa,928
2024-01-05 15:40,Vishal Mishra,Manjha,812
2024-01-05 15:53,Pritam,Tu Hi Haqeeqat,302026
2024-01-05 15:57,Jagjit Singh,Hoshwalon Ko Khabar Kya,0
2024-01-05 15:57,Mohit Chauhan,Tum Ho,1021
2024-01-05 15:57,Vishal Mishra,"Teri Hogaiyaan - From ""Broken But Beautiful Season 2""",1091
2024-01-05 15:57,Darshan Raval,Asal Mein,905
2024-01-05 15:57,Tanishk Bagchi,Leja Re,1764
2024-01-05 15:57,Vishal Mishra,Manjha,21275
2024-01-05 15:57,Lucky Ali,O Sanam,0
2024-01-05 16:39,Pritam,Pee Loon,261251
2024-01-05 16:43,Mohit Chauhan,Rang Lageya,227962
2024-01-05 18:16,Amit Trivedi,"Iktara (From ""Wake Up Sid"")",1398
2024-01-05 18:16,Mustafa Zahid,Toh Phir Aao,92
2024-01-05 18:20,Mohit Chauhan,Dooriyan,928
2024-01-05 18:20,Pritam,Tujhko Jo Paaya,1416
2024-01-05 18:20,Mohit Chauhan,Is This Love,859
2024-01-05 18:20,Armaan Malik,Tu / You,1044
2024-01-05 18:20,Mohit Chauhan,Matargashti,1184
2024-01-05 18:20,Jatin-Lalit,Chand Sifarish,1323
2024-01-05 18:20,Amit Trivedi,Love You Zindagi,928
2024-01-05 18:20,Rashid Ali,Kabhi Kabhi Aditi,812
2024-01-05 18:20,Mohit Chauhan,Jo Bhi Main,1555
2024-01-05 18:20,Arko,Dariya,998
2024-01-05 18:20,Dhvani Bhanushali,Vaaste,905
2024-01-05 18:20,Amit Trivedi,Tu Hi Hai,1323
2024-01-05 18:20,Sachet Tandon,Maiyya Mainu,766
2024-01-05 18:20,Atif Aslam,Dil Diyan Gallan,253345
2024-01-05 18:20,Shafqat Amanat Ali,Dildaara (Stand By Me),1207
2024-01-05 18:20,Pritam,"Tune Jo Na Kaha (From ""New York"")",998
2024-01-05 18:20,Vishal Mishra,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",4453
2024-01-05 18:20,Neeraj Shridhar,Tum Hi Ho Bandhu,1184
2024-01-05 18:20,Jubin Nautiyal,Humnava Mere,952
2024-01-05 18:21,Arko,Nazm Nazm,766
2024-01-05 18:23,Sachin-Jigar,Jeena Jeena,1091
2024-01-05 18:23,Pritam,Tujhko Jo Paaya,171502
2024-01-05 18:23,Mohit Chauhan,Yun Hi,905
2024-01-05 18:23,Pritam,Abhi Kuch Dino Se,719
2024-01-05 18:23,Amit Trivedi,"Ghodey Pe Sawaar (From ""Qala"")",835
2024-01-05 18:23,Mohit Chauhan,"Tum Se Hi (From ""Love In Lo-Fi Volume 1"")",905
2024-01-05 18:23,Arko,Nazm Nazm,1184
2024-01-05 18:23,Vishal Dadlani,Ik Junoon (Paint It Red),998
2024-01-05 18:23,Shilpa Rao,Meherbaan,1068
2024-01-05 18:24,Mohan Kannan,"Chaandaniya (From ""2 States"")",1160
2024-01-05 18:28,Mohit Chauhan,"Tum Se Hi (From ""Love In Lo-Fi Volume 1"")",276897
2024-01-06 09:30,Mohit Lalwani,Radhakrishna Naamawali Chant,292780
2024-01-06 09:35,A.R. Rahman,"Main Parwaana - From ""Pippa""",323709
2024-01-06 09:38,Pritam,Hardum Humdum,188000
2024-01-06 09:42,Sunidhi Chauhan,Lae Dooba,229877
2024-01-06 09:50,Mohit Lalwani,Radhakrishna Naamawali Chant,502636
2024-01-06 09:51,Aditya A,Awaargi,61491
2024-01-06 09:54,Yasser Desai,"Makhna - From ""Drive""",895
2024-01-06 09:54,Anurag Saikia,Aise Kyun,2005
2024-01-06 09:54,Anurag Saikia,Aise Kyun,1258
2024-01-06 09:54,Jasleen Royal,Nachde Ne Saare,1685
2024-01-06 09:54,Arjun Kanungo,Ilzaam (From the Album 'Industry'),143283
2024-01-06 09:59,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",273396
2024-01-06 10:06,Chirag Katti,Inspiration,416363
2024-01-06 10:08,Rishab Rikhiram Sharma,Tilak Kamod,132048
2024-01-06 10:13,Amaal Mallik,"Jaan Hai Meri (From ""Radhe Shyam"")",274947
2024-01-06 10:14,Harry Gregson-Williams,Fairytale,86693
2024-01-06 10:18,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],209164
2024-01-06 10:20,elijah woods,"24/7, 365",167000
2024-01-06 10:24,Mitraz,Akhiyaan,191868
2024-01-06 10:31,A.R. Rahman,Kun Faya Kun,470500
2024-01-06 10:36,Ed Sheeran,Perfect - Acoustic,260866
2024-01-06 10:39,Pritam,Hardum Humdum,188000
2024-01-06 10:44,Pritam,Abhi Kuch Dino Se,285686
2024-01-06 10:48,Javed-Mohsin,Pal,247286
2024-01-06 10:53,Pritam,Tu Hi Haqeeqat,302026
2024-01-06 10:53,Anoop Shankar,Chandra Chooda - Keerthanam,11618
2024-01-06 15:16,Rahat Fateh Ali Khan,Dagabaaz Re,285164
2024-01-06 15:16,Rahat Fateh Ali Khan,Khuda Aur Mohabbat (Original Score),650
2024-01-06 15:17,Rahat Fateh Ali Khan,Tere Mast Mast Do Nain,0
2024-01-06 15:20,Vishal Mishra,"Teri Hogaiyaan - From ""Broken But Beautiful Season 2""",175874
2024-01-06 15:21,Vishal-Shekhar,Jab Mila Tu,64296
2024-01-06 15:23,Mohit Chauhan,Matargashti,106672
2024-01-06 15:26,Pritam,"Lutt Putt Gaya (From ""Dunki"")",132353
2024-01-06 18:10,A.R. Rahman,Kun Faya Kun,387685
2024-01-07 08:08,Mohit Lalwani,Radhakrishna Naamawali Chant,319901
2024-01-07 08:25,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-07 08:25,Jasleen Royal,Nachde Ne Saare,4422
2024-01-07 08:39,Pritam,"O Maahi (From ""Dunki"")",180837
2024-01-07 14:37,Arijit Singh,"Satranga (From ""ANIMAL"")",257323
2024-01-07 14:43,A.R. Rahman,Kun Faya Kun,390168
2024-01-07 15:15,Ed Sheeran,Perfect - Acoustic,13846
2024-01-07 15:19,Pritam,"O Maahi (From ""Dunki"")",230318
2024-01-07 15:25,Arijit Singh,"Satranga (From ""ANIMAL"")",247547
2024-01-07 15:25,A.R. Rahman,"Main Parwaana - From ""Pippa""",9125
2024-01-07 15:25,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",2948
2024-01-07 23:52,A.R. Rahman,"Main Parwaana - From ""Pippa""",167322
2024-01-08 15:01,A.R. Rahman,"Main Parwaana - From ""Pippa""",509333
2024-01-08 15:04,Pritam,Hardum Humdum,188000
2024-01-08 15:33,Sunidhi Chauhan,Lae Dooba,5107
2024-01-08 15:34,Vishal Dadlani,Masta,11145
2024-01-08 15:38,Shankar-Ehsaan-Loy,Slow Motion Angreza,260506
2024-01-08 15:39,Shankar-Ehsaan-Loy,O Rangrez,38636
2024-01-08 15:44,Pritam,Ale,279841
2024-01-08 15:44,A.R. Rahman,Sunn Bhavara,18127
2024-01-08 15:45,Papon,Tera Mera,2461
2024-01-08 15:50,Anthony de la Torre,Trust Fall,1253
2024-01-08 15:50,Humbear,Favorite Place,766
2024-01-08 15:50,Pritam,Radha,301889
2024-01-08 15:50,Amit Trivedi,Zidd,23897
2024-01-08 15:55,Jigardan Gadhavi,Mane Tu Mali Gai,766
2024-01-08 15:58,Mitraz,Akhiyaan,188220
2024-01-08 16:02,Pritam,Radha,1091
2024-01-08 16:05,Pritam,Phir Le Aya Dil - Reprise,928
2024-01-08 16:05,Madhubanti Bagchi,Ek Taara Reprise,1230
2024-01-08 16:05,Shillong Chamber Choir,Sunoh - Reprise,1857
2024-01-08 16:05,lusttqwe,Jeena Jeena,766
2024-01-08 16:05,Ayushmann Khurrana,Pani Da Rang - Male Vocals,164072
2024-01-08 16:05,Shreya Ghoshal,Rozana,975
2024-01-08 16:05,Akhil Sachdeva,Humsafar,1300
2024-01-08 16:06,A.R. Rahman,Nazar Laaye - Reprise,1021
2024-01-08 16:13,Anurag Saikia,Aise Kyun,1578
2024-01-08 16:13,Neeraj Shridhar,Tum Hi Ho Bandhu,5707
2024-01-08 16:13,Neeraj Shridhar,Tum Hi Ho Bandhu,283693
2024-01-08 16:16,Yasser Desai,"Makhna - From ""Drive""",183000
2024-01-08 16:19,Jasleen Royal,Nachde Ne Saare,194761
2024-01-08 16:21,Anirudh Ravichander,Chaleya,1253
2024-01-08 16:21,King,Maan Meri Jaan,1044
2024-01-08 16:21,Aditya A,Chaand Baaliyan,103264
2024-01-08 16:21,Kavita Seth,Rangi Saari,10920
2024-01-08 16:25,Amit Trivedi,Naina Da Kya Kasoor,210951
2024-01-08 16:25,Atif Aslam,Tu Jaane Na,1369
2024-01-08 16:25,Darshan Raval,Asal Mein,19656
2024-01-08 16:28,A.R. Rahman,Raanjhanaa,5688
2024-01-08 16:28,Neeraj Shridhar,Twist,145333
2024-01-08 16:28,Stebin Ben,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,1160
2024-01-09 08:04,Mohit Lalwani,Radhakrishna Naamawali Chant,498323
2024-01-09 08:08,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-09 15:30,Sunidhi Chauhan,Lae Dooba,186397
2024-01-09 15:34,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-09 15:34,Sunidhi Chauhan,Lae Dooba,0
2024-01-09 15:40,Arijit Singh,"Satranga (From ""ANIMAL"")",260202
2024-01-09 15:43,A.R. Rahman,"Main Parwaana - From ""Pippa""",188592
2024-01-09 15:47,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",273396
2024-01-09 15:48,Joshua Aaron,Munbe Vaa,19017
2024-01-09 15:48,Govind Vasantha,Kaathalae Kaathalae - Version 1,24781
2024-01-10 13:04,Neeraj Shridhar,Tum Hi Ho Bandhu,180465
2024-01-10 13:08,Amit Trivedi,Madhubala,249114
2024-01-10 13:08,Roop Kumar Rathod,Aaj Jaane Ki Zid Na Karo,191
2024-01-10 13:08,A.R. Rahman,Tu Hai,533
2024-01-10 13:08,Jasleen Royal,Sang Rahiyo,256
2024-01-10 13:08,Swanand Kirkire,Chiraiyya,149
2024-01-10 13:08,Zac Efron,Rewrite The Stars,4721
2024-01-10 13:08,Mame Khan,Chaudhary,127
2024-01-10 13:08,Jonita Gandhi,Piya Tose Naina Laage Re Unplugged,170
2024-01-10 13:08,Sachin-Jigar,"Afeemi (From ""Meri Pyaari Bindu "")",149
2024-01-10 13:08,Bhavesh Ahir,Rang Morla,426
2024-01-10 13:08,Jasleen Royal,Teri Dastaan,170
2024-01-10 13:08,Jasleen Royal,Raatein,128
2024-01-10 13:08,Meet Bros.,Befikra,618
2024-01-10 13:12,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-10 13:13,Jasleen Royal,Heeriye (feat. Arijit Singh),34398
2024-01-10 13:14,Aditya A,Chaand Baaliyan,103264
2024-01-10 13:18,Yasser Desai,"Makhna - From ""Drive""",183000
2024-01-10 13:23,Pritam,Tum Jo Aaye,618
2024-01-10 13:23,Nusrat Fateh Ali Khan,Mere Rashke Qamar,789
2024-01-10 13:23,Taaruk Raina,Kho Gaye,533
2024-01-10 13:23,Jasleen Royal,Nachde Ne Saare,682
2024-01-10 13:23,A.R. Rahman,"Main Parwaana - From ""Pippa""",323709
2024-01-10 13:23,Darshan Raval,Asal Mein,661
2024-01-10 13:23,Vishal Mishra,Manjha,28376
2024-01-10 13:27,Amit Trivedi,Naina Da Kya Kasoor,210951
2024-01-10 13:31,Javed-Mohsin,Pal,247286
2024-01-10 14:43,Pritam,Tu Hi Haqeeqat,96431
2024-01-10 14:54,Neeraj Shridhar,Tum Hi Ho Bandhu,283693
2024-01-10 15:35,Aditya A,Chaand Baaliyan,69
2024-01-10 15:40,Amit Trivedi,Shaam Shaandaar,230968
2024-01-10 15:42,Mohit Chauhan,Masakali,131378
2024-01-10 15:45,Pritam,Hardum Humdum,187013
2024-01-10 15:52,Vishal Dadlani,"Kudi Nu Nachne De (From ""Angrezi Medium"")",169737
2024-01-10 15:56,Shankar-Ehsaan-Loy,Slow Motion Angreza,260506
2024-01-10 15:56,Neeraj Shridhar,Tum Hi Ho Bandhu,0
2024-01-10 15:56,Pritam,Hardum Humdum,1160
2024-01-10 16:01,Neeraj Shridhar,Tum Hi Ho Bandhu,283693
2024-01-10 16:06,Pritam,Hardum Humdum,188000
2024-01-10 16:12,Amit Trivedi,Madhubala,55513
2024-01-10 16:18,Sunidhi Chauhan,Lae Dooba,229877
2024-01-10 16:20,Aditya A,Chaand Baaliyan,103264
2024-01-10 16:23,Arjun Kanungo,Zara Zara - MTV Unwind,208320
2024-01-10 16:27,Darshan Raval,Baarish Lete Aana,213500
2024-01-10 16:47,King,Maan Meri Jaan,118104
2024-01-11 08:10,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-11 08:14,Anurag Saikia,Aise Kyun,264933
2024-01-11 08:16,Salim–Sulaiman,Tujh Mein Rab Dikhta Hai - II,673
2024-01-11 08:16,Darshan Raval,Mujhe Peene Do,789
2024-01-11 08:16,Pritam,Tum Jo Aaye,1091
2024-01-11 08:16,Madhur Sharma,Kali Kali Zulfon Ke (Lo-Fi),1207
2024-01-11 08:16,Aditya A,Chaand Baaliyan,103264
2024-01-11 08:16,Pritam,Tu Hi Haqeeqat,1091
2024-01-11 08:16,Nusrat Fateh Ali Khan,Mere Rashke Qamar,1091
2024-01-11 08:16,Jasleen Royal,Nachde Ne Saare,766
2024-01-11 08:16,Arijit Singh,"Satranga (From ""ANIMAL"")",11470
2024-01-11 08:16,Atif Aslam,Tera Hone Laga Hoon,859
2024-01-11 08:16,Javed-Mohsin,Pal,975
2024-01-11 08:16,A.R. Rahman,"Main Parwaana - From ""Pippa""",891
2024-01-11 08:16,Darshan Raval,Asal Mein,650
2024-01-11 08:16,Vishal Mishra,Manjha,928
2024-01-11 08:30,Atif Aslam,Tera Hone Laga Hoon,299827
2024-01-11 15:58,Darshan Raval,Mujhe Peene Do,52198
2024-01-11 18:25,Pritam,"O Maahi (From ""Dunki"")",20642
2024-01-12 07:43,Mohit Lalwani,Radhakrishna Naamawali Chant,500343
2024-01-12 07:47,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-12 07:49,Atif Aslam,Main Rang Sharbaton Ka,1973
2024-01-12 07:49,Anurag Saikia,Aise Kyun,78192
2024-01-12 07:49,Aditya A,Chaand Baaliyan,650
2024-01-12 07:49,Nusrat Fateh Ali Khan,Mere Rashke Qamar,185
2024-01-12 07:49,Vishal Mishra,Manjha,139
2024-01-12 07:49,Jasleen Royal,Heeriye (feat. Arijit Singh),557
2024-01-12 07:54,Stephen Zechariah,Sagiyae,27823
2024-01-12 07:54,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",273396
2024-01-12 07:54,Hiphop Tamizha,"Takkunu Takkunu - From ""Mr. Local""",580
2024-01-12 08:47,Sam C.S.,"Yaanji - From ""Vikram Vedha""",719
2024-01-12 08:51,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",273396
2024-01-12 08:52,Stephen Zechariah,Sagiyae,25942
2024-01-12 08:54,Auðura,Orange Sky,129187
2024-01-12 08:56,Tall Towers,the echoing truth,126505
2024-01-12 08:59,Sun Of They,So Far So Good,151916
2024-01-12 09:01,Imala Zir,Apricity,158000
2024-01-12 09:04,Far & Beyond,efflorescence,143500
2024-01-12 11:12,BBG's,Tell A Story,100113
2024-01-12 11:16,Rishab Rikhiram Sharma,Kautilya (The Echo Project),191063
2024-01-12 14:48,A.R. Rahman,"Main Parwaana - From ""Pippa""",323709
2024-01-12 15:05,Pritam,Hardum Humdum,188000
2024-01-12 15:06,Aditya A,Awaargi,61491
2024-01-12 15:10,Anurag Saikia,Aise Kyun,264933
2024-01-12 15:38,Amaal Mallik,"Jaan Hai Meri (From ""Radhe Shyam"")",1021
2024-01-12 15:38,Amit Trivedi,Madhubala,719
2024-01-12 15:38,Arjun Kanungo,Zara Zara - MTV Unwind,812
2024-01-12 15:38,Darshan Raval,Mujhe Peene Do,557
2024-01-12 15:38,Mohit Chauhan,Masakali,952
2024-01-12 15:38,Jasleen Royal,Nachde Ne Saare,3831
2024-01-12 15:38,Deepanshu Ruhela,Tum Tak - Lofi Flip,743
2024-01-12 15:38,Shankar-Ehsaan-Loy,Sajde,650
2024-01-12 15:38,Sunidhi Chauhan,Lae Dooba,0
2024-01-12 15:38,Stebin Ben,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,534
2024-01-12 15:41,Sohail Sen,Jiya,812
2024-01-12 15:41,Zaeden,Aa Mil,696
2024-01-12 15:41,Amit Trivedi,Naina Da Kya Kasoor,835
2024-01-12 15:41,Darshan Raval,Kaash Aisa Hota,766
2024-01-12 15:41,Madhur Sharma,Kali Kali Zulfon Ke (Lo-Fi),673
2024-01-12 15:41,Jasleen Royal,Nachde Ne Saare,696
2024-01-12 15:41,Deepanshu Ruhela,Tum Tak - Lofi Flip,125225
2024-01-12 15:41,Jonita Gandhi,Aahista,696
2024-01-12 15:44,Amit Trivedi,Naina Da Kya Kasoor,210951
2024-01-12 16:05,Sohail Sen,Jiya,78519
2024-01-12 17:42,Tanishk Bagchi,"Bolna (From ""Kapoor & Sons (Since 1921)"")",1578
2024-01-12 17:42,Vilen,Kyun Dhunde - 1 Min Music,952
2024-01-12 17:42,Darshan Raval,Baarish Lete Aana,928
2024-01-12 17:42,A.R. Rahman,Nazar Laaye - Reprise,1462
2024-01-12 17:42,Iqlipse Nova,Khwab,1114
2024-01-12 17:43,A.R. Rahman,Roobaroo,8289
2024-01-12 17:46,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-12 17:51,Anurag Saikia,Aise Kyun,264933
2024-01-12 17:53,Aditya A,Chaand Baaliyan,103264
2024-01-12 17:53,Jasleen Royal,Heeriye (feat. Arijit Singh),23066
2024-01-13 08:48,Pritam,"O Maahi (From ""Dunki"")",233453
2024-01-13 08:52,Anurag Saikia,Aise Kyun,382
