endTime,artistName,trackName,msPlayed
2024-09-29 20:39,Toledo Rains,Spirit Dance,0
2024-09-29 20:43,QARAN,Tareefan,3900
2024-09-29 21:10,Dhaval Kothari,Ranglo,255976
2024-09-29 21:14,Anand Bhaskar Collective,Jaadoogari,260000
2024-09-29 21:15,Sachin-Jigar,Hoor,832
2024-09-29 21:15,Amit Trivedi,Chonch Ladhiyaan,682
2024-09-29 21:15,Mahakatha,Shri Rama Rama Rameti Mantra for Peace and Serenity,1002
2024-09-29 21:15,Ashu Shukla,Milon Chala,618
2024-09-29 21:15,Amit Trivedi,Jadu Salona,810
2024-09-29 21:15,Shafqat Amanat Ali,Darmiyaan,5056
2024-09-29 21:15,Rahul Vaidya,Madhanya,1920
2024-09-29 21:15,Pritam,Aao Milo Chalo,896
2024-09-29 21:15,Ali Zafar,Palat Meri Jaan,1237
2024-09-29 21:15,Anand Bhaskar Collective,Naina,2005
2024-09-29 21:15,Shreya Ghoshal,Sunn Raha Hai (Female Version),1301
2024-09-29 21:15,Yasser Desai,Jogi,938
2024-09-29 21:15,Amit Trivedi,"Ghodey Pe Sawaar (From ""Qala"")",1194
2024-09-29 21:15,Vishal-Shekhar,Titli,1045
2024-09-29 21:15,Armaan Malik,Jab Tak,21953
2024-09-29 21:15,Neeti Mohan,"Kahin Toh Hogi Woh-Teri Aahatein (From ""T-Series Mixtape Season 2"")",3584
2024-09-29 21:15,Sonu Nigam,Tere Bin,1621
2024-09-29 21:15,Arun Muraleedharan,"Aval - From ""Op 160/18 Kakshi: Amminippilla""",895
2024-09-29 21:15,Anumita Nadesan,Khwaab,896
2024-09-29 21:15,Aditya Seal,Kivein Mukhade,981
2024-09-29 21:15,Shankar-Ehsaan-Loy,Bol Na Halke Halke,1045
2024-09-29 21:15,Akanksha Bhandari,Pehli Baarish,1834
2024-09-29 21:15,Rahat Fateh Ali Khan,"Jiya Dhadak Dhadak Jaye - From ""Kalyug""",1728
2024-09-29 21:15,Himonshu Parikh,Katputli Ke Dhaage,895
2024-09-29 21:15,Pritam,Dil Ye Bekarar Kyun Hai,768
2024-09-29 21:15,Ashu Shukla,Tumhare Aane Se,1343
2024-09-29 21:19,Amit Trivedi,Jadu Salona,209785
2024-09-29 21:21,Aditya Seal,Kivein Mukhade,146086
2024-09-29 21:24,Iqlipse Nova,Mera Safar,597
2024-09-29 21:24,Sachet-Parampara,"Ram Siya Ram (From ""Adipurush"")",682
2024-09-29 21:24,Ayushmann Khurrana,Pani Da Rang - Male Vocals,575
2024-09-29 21:24,Twin Strings,Aise Ho Tum,1002
2024-09-29 21:24,Anuv Jain,Baarishein,768
2024-09-29 21:24,Vismay Patel,Pal Behta Jaaye 2.0,640
2024-09-29 21:24,Amit Trivedi,Meethi Boliyaan,511
2024-09-29 21:24,Adarsh Rao,Rooni,161785
2024-09-29 21:24,Monty Sharma,Jab Se Tere Naina,426
2024-09-29 21:24,Karthik Rao,Main Bola Hey!,554
2024-09-29 21:24,Ashu Shukla,Phir Se Shuru,9822
2024-09-29 21:27,Kshitij Anand,Until I Found You - Hindi Version,145530
2024-09-29 21:32,Pritam,Raabta (Kehte Hain Khuda Ne),289196
2024-09-29 21:37,Amit Trivedi,LAAGNI - From Prem Prakaran,597
2024-09-29 21:37,Twin Strings,Dhalti Rahe - Stripped.,917
2024-09-29 21:37,Rahat Fateh Ali Khan,"Tere Bin (From ""Simmba"")",1152
2024-09-29 21:37,Anand Bhaskar Collective,Malhar,34528
2024-09-29 21:37,Shreya Ghoshal,Yeh Aaina,311367
2024-09-29 21:37,Dream Note,Tere Janey Ke Baad,597
2024-09-29 21:37,Namita Choudhary,Chaap Tilak,981
2024-09-29 21:38,Salim–Sulaiman,Aadha Ishq,767
2024-09-29 21:38,Shankar-Ehsaan-Loy,O Rangrez,1023
2024-09-29 21:38,Amit Trivedi,Madhubala,874
2024-09-29 21:38,Amit Trivedi,Madhubala,938
2024-09-29 21:38,Sumedh Mudgalkar,Mere Paas Tum Raho,895
2024-09-29 21:38,The Local Train,Aaftaab,1215
2024-09-29 21:38,The Local Train,Aaftaab,661
2024-09-29 21:38,The Local Train,Aaftaab,789
2024-09-29 21:38,Ravator,Falak,597
2024-09-29 21:38,Ravator,Falak,234
2024-09-29 21:38,Amit Trivedi,Lagan Laagi Re,896
2024-09-29 21:38,Ashu Shukla,Noor,256
2024-09-29 21:38,Ashu Shukla,Noor,896
2024-09-29 21:41,Ravator,Falak,205263
2024-09-29 21:44,Sumedh Mudgalkar,Mere Paas Tum Raho,768
2024-09-29 21:44,Twin Strings,Khabar,1130
2024-09-29 21:44,Ashu Shukla,Noor,151314
2024-09-29 21:44,Adarsh Rao,Rahguzar,768
2024-09-29 21:44,Vismay Patel,Pal Behta Jaaye,661
2024-09-29 21:47,Vismay Patel,Pal Behta Jaaye,174545
2024-09-29 22:11,Adarsh Rao,Rahguzar,31759
2024-09-30 16:51,Imala Zir,Objectives,55773
2024-09-30 16:55,Auðura,Orange Sky,129188
2024-09-30 16:57,Antonio Roberto,Entropy,123008
2024-09-30 16:59,Theo Ember,Tightrope,119730
2024-09-30 17:01,Portal Plan,A Secret Spot,136824
2024-09-30 17:04,BBG's,Tell A Story,159870
2024-09-30 17:06,Atlas,Molesk,136754
2024-09-30 17:08,Louaminé,Lunar Rainbow,147882
2024-09-30 17:11,Halcyon,Meadows,173336
2024-09-30 17:13,Francis Flo,Another Day,113349
2024-09-30 17:15,Víolet Dawn,Airglow,136437
2024-09-30 17:24,Gabriel Stone,Grandstander,134661
2024-09-30 17:26,Kirabuo,Caelum,137255
2024-09-30 17:29,Oblivion,Nighty,158902
2024-09-30 17:31,Stellar Luminous,Don't Overthink It,146083
2024-09-30 17:34,The Dawning,summer breeze,165799
2024-09-30 17:37,Savione,Atmosphere,152415
2024-09-30 17:39,Eden,Skyscrapers,123720
2024-10-01 16:55,Zaeden,kya karoon?,580
2024-10-01 16:56,Ashu Shukla,Tumhare Aane Se - Reprise,905
2024-10-01 16:59,Amit Trivedi,Jadu Salona,1230
2024-10-01 16:59,Anurag Saikia,Aise Kyun,1718
2024-10-01 16:59,Mansheel Gujral,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",905
2024-10-01 16:59,Yasser Desai,Kadi Re Kadi - From “Udan Chhoo”,206936
2024-10-01 16:59,Priya Saraiya,RANG MORLA - Vaarso Season 1,3204
2024-10-01 16:59,Ishani Dave,Bol Valam Na,1044
2024-10-01 16:59,Neeti Mohan,"Tu Hain Toh - Neeti Mohan Version (From ""Mr. And Mrs. Mahi"")",1068
2024-10-01 16:59,Vishal Mishra,Aaj Bhi 2,975
2024-10-01 17:03,Priya Saraiya,RANG MORLA - Vaarso Season 1,214235
2024-10-01 17:07,Mansheel Gujral,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",210816
2024-10-01 18:37,Equilibrium,Body Language,19433
2024-10-01 20:27,Arko,Meherbani,696
2024-10-01 20:27,Namita Choudhary,Ae Re Sakhi,743
2024-10-01 20:27,Amit Trivedi,Madhubala,1207
2024-10-01 20:27,Prashant Katheriya,Dard Pehle Se Hai Zyada (Unplugged),1462
2024-10-01 20:27,Salim–Sulaiman,Tujh Mein Rab Dikhta Hai - LoFi Mix,557
2024-10-01 20:27,Sachin-Jigar,Dhun Laagi (Sad Version),1207
2024-10-01 20:27,Umesh Barot,Manda Lidha Mohi Raj - Saiyar Mori Re,1277
2024-10-01 20:27,Meet Patel,Man Mohi Gayu,4226
2024-10-01 20:27,Amit Trivedi,Lagan Laagi Re,812
2024-10-01 20:27,Ajit Kale,Tere Laag,928
2024-10-01 20:27,Ashish Khandal,O Re Piya - Unplugged,835
2024-10-01 20:29,Amit Trivedi,Main Lad Lunga,1462
2024-10-01 20:29,Deepanshu Ruhela,Tum Tak - Lofi Flip,122392
2024-10-01 20:29,Sachin-Jigar,Vhalam Aavo Ne (Sad Version) - Male version,928
2024-10-01 21:02,Arjun Kanungo,Zara Zara - MTV Unwind,743
2024-10-01 21:02,Rekha Bhardwaj,Mileya Mileya,239560
2024-10-01 21:02,Yashraj Mukhate,Mann Dhaaga,1950
2024-10-01 21:04,Arjun Kanungo,Zara Zara - MTV Unwind,835
2024-10-01 21:04,Yashraj Mukhate,Mann Dhaaga,139133
2024-10-01 21:05,Pritam,"Abhi Na Jao Chhod Kar - Film Version 2 (From ""Rocky Aur Rani Kii Prem Kahaani"")",1973
2024-10-01 21:10,Jasleen Royal,Mann Melo,247680
2024-10-01 21:13,Dikshant,Aankhon Se Batana,178022
2024-10-01 21:13,Madhubanti Bagchi,Vairaagi,1091
2024-10-01 21:14,Aditya A,Awaargi,1137
2024-10-01 21:14,Imdad Hussain,Khudaya Khair,1369
2024-10-01 21:14,Santvani Trivedi,Unchi Talavdi,580
2024-10-01 21:14,Ajit Kale,Tere Sath Mein,1044
2024-10-01 21:14,Darshan Raval,Baarish Lete Aana,1671
2024-10-01 21:14,Amit Trivedi,Nirmohi,1044
2024-10-01 21:14,Namita Choudhary,Chaap Tilak,1625
2024-10-01 21:15,Aditya A,Awaargi,61491
2024-10-01 21:16,Pritam,Tujhko Jo Paaya,743
2024-10-01 21:16,Imdad Hussain,Khudaya Khair,50230
2024-10-01 21:16,Madhur Sharma,Kali Kali Zulfon Ke (Extended Version),928
2024-10-01 21:16,Jigar Saraiya,Dariyo,1021
2024-10-01 21:16,Sachin-Jigar,Athdaya Kare Chhe,1369
2024-10-01 21:16,Sumedh Mudgalkar,Mere Paas Tum Raho,1207
2024-10-01 21:16,Jasleen Royal,Sang Rahiyo,534
2024-10-01 21:16,Darshan Raval,Mannat,998
2024-10-01 21:16,Aditya Gadhvi,Pankhi Re,743
2024-10-01 21:16,Jigardan Gadhvi,Chaand Ne Kaho,464
2024-10-01 21:16,Aditya A,Chaand Baaliyan,952
2024-10-01 21:16,Aditya Rikhari,Faasle,859
2024-10-01 21:16,Darshan Raval,Tu Hai,1300
2024-10-01 21:16,Pratsofficial,Aziyat 2.0 - Reprise Version,1346
2024-10-01 21:16,Atif Aslam,Tera Hone Laga Hoon,1114
2024-10-01 21:16,Vratini Ghadge,Mitthi Madhuri,626
2024-10-01 21:16,Sachin-Jigar,"Khoobsurat (From ""Stree 2"")",743
2024-10-01 21:16,Mohan Kannan,"Chaandaniya (From ""2 States"")",789
2024-10-01 21:16,Amit Trivedi,Madhubala - Reprise,1509
2024-10-01 21:16,Amit Trivedi,Rusvaaiyaan,1253
2024-10-01 21:16,Darshan Raval,Asal Mein,1184
2024-10-01 21:16,Anuv Jain,Mazaak,766
2024-10-01 21:16,Amit Trivedi,Dil Wapas,1393
2024-10-01 21:16,Amit Trivedi,Sham,1532
2024-10-01 21:16,Atif Aslam,Hona Tha Pyar,1044
2024-10-01 21:19,The Local Train,Dil Mere,211290
2024-10-01 21:20,Anuv Jain,Gul,696
2024-10-01 21:20,Jasleen Royal,Assi Sajna,20966
2024-10-01 21:24,Arko,Nazm Nazm,226941
2024-10-01 21:28,Monali Thakur,Sawaar Loon,254699
2024-10-01 21:31,Amit Trivedi,Moti Veraana (From Songs of Faith),743
2024-10-01 21:31,Vishal-Shekhar,Adhoore,928
2024-10-01 21:31,Sohail Sen,Haan Ke Haan,192038
2024-10-01 21:31,Iqlipse Nova,Mera Safar,487
2024-10-01 21:31,Atif Aslam,Main Rang Sharbaton Ka,1184
2024-10-01 21:31,Amit Trivedi,Naina Da Kya Kasoor,998
2024-10-01 21:31,Darshan Raval,Kaash Aisa Hota,650
2024-10-01 21:31,Atif Aslam,Jab Koi Baat - Recreated,882
2024-10-01 21:31,Darshan Raval,Saajan Ve,1323
2024-10-01 21:31,Darshan Raval,Mujhe Peene Do,371
2024-10-01 21:31,Sachin-Jigar,Dhun Laagi,1764
2024-10-01 21:31,Anuv Jain,Husn,719
2024-10-01 21:31,Sachin-Jigar,"Aayi Nai (From ""Stree 2"")",2066
2024-10-01 21:31,Atif Aslam,Pehli Nazar Mein,534
2024-10-01 21:31,Anuv Jain,Mishri,580
2024-10-01 21:31,Anuv Jain,Maula,1091
2024-10-01 21:31,Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",4922
2024-10-01 21:31,Pritam,Kyon,1695
2024-10-01 21:31,Sunidhi Chauhan,Lae Dooba,1207
2024-10-01 21:31,Jasleen Royal,Dastoor,557
2024-10-01 21:31,Sachin-Jigar,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",534
2024-10-01 21:32,Darshan Raval,Ek Tarfa,1532
2024-10-01 21:36,Pritam,Kyon,266053
2024-10-01 21:37,Amit Trivedi,Gal Mitthi Mitthi,2948
2024-10-01 21:37,Falak Shabbir,Mera Mann Kehne Laga,2089
2024-10-01 21:37,Tanishk Bagchi,"Duur Na Karin (From ""Khel Khel Mein"")",673
2024-10-01 21:37,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",1114
2024-10-01 21:37,Sachin Sanghvi,Rangreza,1230
2024-10-01 21:37,Arko,Dariya,1091
2024-10-01 21:37,Pritam,Main Rang Sharbaton Ka (Lofi Mix),859
2024-10-01 21:37,Darshan Raval,Ek Tarfa,62078
2024-10-01 21:37,Armaan Malik,Kaun Tujhe (Armaan Malik Version),1369
2024-10-01 21:37,Ayushmann Khurrana,Pani Da Rang - Male Vocals,1439
2024-10-01 21:37,Darshan Raval,Tera Zikr,650
2024-10-01 21:37,Silent Ocean,Mitwa - Lofi Flip,1416
2024-10-01 21:37,Dhaval Kothari,Jode Rehjo Raaj,1184
2024-10-01 21:37,Mohit Lalwani,Samay Samjhayega (Lofi),1160
2024-10-01 21:37,Rahul Vaidya,Maine Puchha Chand Se - The Unwind Mix,719
2024-10-01 21:37,Anuv Jain,Meri Baaton Mein Tu,812
2024-10-01 21:37,Sachin-Jigar,"Afeemi (From ""Meri Pyaari Bindu "")",766
2024-10-01 21:37,Vishal Mishra,Manjha,1393
2024-10-01 21:37,Bela Shende,Tum Todo Na (Female),766
2024-10-02 03:39,Pritam,Radha,403028
2024-10-02 16:39,Eden,Rouge,1534
2024-10-02 16:41,Auðura,Orange Sky,128975
2024-10-02 16:43,Antonio Roberto,Entropy,122915
2024-10-02 16:45,Theo Ember,Tightrope,119727
2024-10-02 16:47,Portal Plan,A Secret Spot,136974
2024-10-02 16:50,BBG's,Tell A Story,159846
2024-10-02 16:52,Atlas,Molesk,136731
2024-10-02 16:55,Louaminé,Lunar Rainbow,144066
2024-10-02 16:55,Halcyon,Meadows,288132
2024-10-02 17:52,Swanand Kirkire,Chiraiyya,2995
2024-10-02 17:52,Lucky Ali,Safarnama,510
2024-10-02 17:52,Ash King,"Nazar Na Lag Jaaye (From ""Stree"")",0
2024-10-02 17:52,Atif Aslam,Pehli Dafa,1462
2024-10-02 17:52,Jasleen Royal,Teri Dastaan,835
2024-10-02 18:10,Rishab Rikhiram Sharma,Kautilya (The Echo Project),190078
2024-10-02 18:10,Ravator,Falak,1416
2024-10-02 18:10,Jeetu Bhowmik,Flute Music - Krishna flute,673
2024-10-02 18:10,Rishab Rikhiram Sharma,Shankara,510
2024-10-02 20:56,Chinmaya Mission,Guru Brahma Guru Vishnu,743
2024-10-02 20:56,Rushil,Are You Ready?,998
2024-10-02 20:56,Mahakatha,Mantra To Start Your Day - Gajananam Bhutaganadi Sevitam,975
2024-10-02 20:56,Lakhinandan Lahon,Sri Krishna Flute,88305
2024-10-02 20:56,Mahakatha,Ganesha Gayatri Mantra for Success and Prosperity,673
2024-10-02 20:56,Subham jossi,Krishna Bansuri,928
2024-10-02 20:56,Jeetu Bhowmik,Flute of Soul - Krishna flute,208
2024-10-02 20:56,Rishab Rikhiram Sharma,Tilak Kamod,626
2024-10-02 20:56,A. Kanyakumari,Raga - Neelambari,835
2024-10-02 20:56,Shaurya Jha,Aise Na Chhoro,812
2024-10-02 20:56,Rishab Rikhiram Sharma,Raga Nat Bhairav: Alap (Introduction),743
2024-10-02 20:56,Chinmaya Mission,Tvameva Mata,859
2024-10-02 20:56,Malabar Gold & Diamonds,Nrityanjali,1021
2024-10-02 20:56,Subham jossi,Radha Krishna flute,1114
2024-10-02 20:56,Rishab Rikhiram Sharma,Roslyn,719
2024-10-03 00:16,Hesham Abdul Wahab,Filter Coffee & Sambar Saadham,510
2024-10-03 00:19,Gautam Kale,Jiyara,2302
2024-10-03 00:19,Anand Bhaskar Collective,Malhar,2832
2024-10-03 00:19,Aditya A,Heeriye,172461
2024-10-03 00:28,Sounds of Isha,Neelambari Live - Live,575042
2024-10-03 00:28,Papon,Tera Mera,1416
2024-10-03 00:28,Sonu Nigam,Pal Pal Har Pal,975
2024-10-03 00:28,Salim–Sulaiman,Shine On Me,743
2024-10-03 00:28,Rahat Fateh Ali Khan,Tum Jo Aaye & Tere Bin Nahin Lagda,1741
2024-10-03 00:28,Mohit Lalwani,Tum Hi Tum (Radha Krishna) - Reprise Version,1904
2024-10-03 00:29,Kaavish,Nindiya Re (Studio Version),348
2024-10-03 00:29,Papon,Tera Mera,789
2024-10-03 00:29,Sachin-Jigar,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",1346
2024-10-03 00:29,Anurag Saikia,Aise Kyun,719
2024-10-03 00:29,Asees Kaur,Ve Kamleya - Asees Version,1114
2024-10-03 00:29,Sanjay Leela Bhansali,"Sakal Ban (From ""Heeramandi"") - Original",626
2024-10-03 00:29,Pritam,"Abhi Na Jao Chhod Kar - Film Version 2 (From ""Rocky Aur Rani Kii Prem Kahaani"")",1068
2024-10-03 00:29,Chirag Katti,Lat Ulajhi - Instrumental,673
2024-10-03 00:29,Aditya A,Chaand Baaliyan - On Sitar,510
2024-10-03 00:29,Amit Trivedi,Nazdeekiyaan,696
2024-10-03 00:29,Hiphop Tamizha,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",696
2024-10-03 00:29,Samira Koppikar,Bairaagi,719
2024-10-03 00:29,Vishal Mishra,"Zindagi Tere Naam (From ""Yodha"")",534
2024-10-03 00:29,Sunidhi Chauhan,Lae Dooba,696
2024-10-03 00:29,Mohit Lalwani,Tum Hi Tum (Radha Krishna) - Reprise Version,2205
2024-10-03 00:32,Kaavish,Nindiya Re (Studio Version),1170
2024-10-03 00:32,Amit Trivedi,Hu Ba Hu,1160
2024-10-03 00:32,Gaurav Chatterji,"Kaise Ab Kahein - From ""Gutar Gu""",975
2024-10-03 00:32,Naseebo Lal,Tu Jhoom,1393
2024-10-03 00:32,Arijit Singh,Taake Jhanke,1114
2024-10-03 00:32,Amit Trivedi,LAAGNI,1160
2024-10-03 00:32,Sachin-Jigar,Saiba,4504
2024-10-03 00:32,Vishal Mishra,"Teri Hogaiyaan - From ""Broken But Beautiful Season 2""",743
2024-10-03 00:32,Sachin-Jigar,Bhuli Gaya,743
2024-10-03 00:32,Amit Trivedi,Beautiful,952
2024-10-03 00:32,Neeraj Shridhar,Tum Hi Ho Bandhu,789
2024-10-03 00:32,Sachin-Jigar,Aav Ashaadi,789
2024-10-03 00:32,Vishal Mishra,"Zindagi Tere Naam (From ""Yodha"")",180419
2024-10-03 00:37,Arijit Singh,Taake Jhanke,279025
2024-10-03 00:41,Neeraj Shridhar,Tum Hi Ho Bandhu,283693
2024-10-03 16:38,Divya Kumar,"Khune Thi Khune Thi - From ""Aum Mangalam Singlem""",487
2024-10-03 16:38,Sachin Sanghvi,Unplugged - Chaand Ne Kaho,719
2024-10-03 16:38,Sohail Sen,Achutam Keshavam,952
2024-10-03 16:38,Kshitij Anand,Perfect - Hindi Version,487
2024-10-03 16:38,Divya Kumar,"Khune Thi Khune Thi - Symphony Version - From ""Aum Mangalam Singlem""",208
2024-10-03 16:38,Shuja Haider,Kahaniyaan (Teri Meri Kahaniyaan),766
2024-10-03 16:38,Niren Bhatt,"Saavariya - From ""Aum Mangalam Singlem""",145024
2024-10-03 16:38,Niren Bhatt,"Sahiyar (Female Version) - From ""Aum Mangalam Singlem""",185
2024-10-03 16:38,Niren Bhatt,"Sahiyar - From ""Aum Mangalam Singlem""",394
2024-10-03 16:38,Niren Bhatt,"Saavariya (Marriage Version) - From ""Aum Mangalam Singlem""",905
2024-10-03 16:38,The Anirudh Varma Collective,Mausam,301
2024-10-03 18:13,Asha Bhosle,Abhi Na Jao Chhod Kar,603
2024-10-04 00:16,Akashdeep Sengupta,"Dil Se Dil Tak (From ""Bawaal"")",1114
2024-10-04 00:21,A.R. Rahman,"Main Parwaana - From ""Pippa""",320876
2024-10-04 00:22,Rishab Rikhiram Sharma,Kautilya (The Echo Project),16370
2024-10-04 17:47,Pruthvi Parikh,Maniyaaro,86935
2024-10-04 17:52,Pritam,Tera Hone Laga Hoon (Lofi Mix),557
2024-10-04 17:52,Pritam,Tune Jo Na Kaha,905
2024-10-04 17:52,Pritam,Phir Le Aya Dil - Reprise,464
2024-10-04 17:52,Amit Trivedi,"Iktara (From ""Wake Up Sid"")",696
2024-10-04 17:52,Pritam,"O Maahi (From ""Dunki"")",557
2024-10-04 17:52,Arijit Singh,"Tose Naina (From ""Mickey Virus)",557
2024-10-04 17:52,Pritam,Mehrama,789
2024-10-04 17:52,Sachet Tandon,Maiyya Mainu,1068
2024-10-04 17:52,Pritam,Subhanallah,673
2024-10-04 17:52,Javed-Mohsin,Pal,835
2024-10-04 17:52,Vishal-Shekhar,Dil Diyan Gallan,260536
2024-10-04 17:52,Atif Aslam,Be Intehaan,650
2024-10-04 17:52,Jawad Ahmad,Samjhawan,1207
2024-10-04 17:52,Pritam,"Tere Hawaale (From ""Laal Singh Chaddha"")",928
2024-10-04 17:52,Jasleen Royal,Heeriye (feat. Arijit Singh),4344
2024-10-04 17:56,Abhijeet Srivastava,Phisal Jaa Tu,241266
2024-10-04 18:00,Amit Trivedi,Love You Zindagi,232505
2024-10-04 18:10,Pritam,"Woh Din (From ""Chhichhore"")",522059
2024-10-04 18:27,Amit Trivedi,"Iktara (From ""Wake Up Sid"")",719
2024-10-04 18:27,Amit Trivedi,Radhe (From Songs of Faith),1323
2024-10-04 18:27,Sachin-Jigar,Gulabi,92
2024-10-04 23:33,Jagjit Singh,Hoshwalon Ko Khabar Kya,812
2024-10-04 23:33,Amit Trivedi,Radhe (From Songs of Faith),69
2024-10-04 23:33,Altamash Faridi,Aashiq Tera,719
2024-10-04 23:33,Shankar-Ehsaan-Loy,O Rangrez,603
2024-10-04 23:33,Pritam,Tujhe Sochta Hoon,325
2024-10-04 23:33,A.R. Rahman,Tere Bina,325
2024-10-04 23:33,Shankar-Ehsaan-Loy,Dhara Hogi,5387
2024-10-04 23:33,A.R. Rahman,Banarasiya,626
2024-10-04 23:33,A.R. Rahman,Tum Tak,441
2024-10-04 23:33,Pritam,Tu Hi Haqeeqat,487
2024-10-04 23:33,Sounds of Isha,Mor Bani Thanghat Kare / Aum Namah Shivaya / Navrat Naveli - Live,1950
2024-10-04 23:33,Osman Mir,Mor Bani Thanghat Kare,255
2024-10-04 23:33,Sachin-Jigar,Gulabi,192423
2024-10-04 23:33,A.R. Rahman,Ay Hairathe,371
2024-10-04 23:33,Shankar-Ehsaan-Loy,Padharo Maare Des,766
2024-10-04 23:33,Dominique Cerejo,Sooraj Ki Baahon Mein,348
2024-10-04 23:35,Pritam,Rab Ka Shukrana,580
2024-10-04 23:44,Jagjit Singh,Hoshwalon Ko Khabar Kya,626
2024-10-04 23:44,Altamash Faridi,Aashiq Tera,4678
2024-10-04 23:44,Shankar-Ehsaan-Loy,O Rangrez,1044
2024-10-04 23:44,Amit Trivedi,Madhubala,859
2024-10-04 23:44,Roop Kumar Rathod,Aaj Jaane Ki Zid Na Karo,441
2024-10-04 23:44,Pritam,Ale,1230
2024-10-04 23:44,Pritam,Tujhe Sochta Hoon,394
2024-10-04 23:44,Jasleen Royal,Sang Rahiyo,1346
2024-10-04 23:44,A.R. Rahman,Tere Bina,1486
2024-10-04 23:44,A.R. Rahman,Tu Hai,1277
2024-10-04 23:44,Kanishk Seth,"Rangisari (From ""Jugjugg Jeeyo"")",1137
2024-10-04 23:44,Shankar-Ehsaan-Loy,Dhara Hogi,1277
2024-10-04 23:44,Richa Sharma,Holi (Manganiyars & Langa's Folk Song),162
2024-10-04 23:44,A.R. Rahman,Banarasiya,2577
2024-10-04 23:44,A.R. Rahman,Sunn Bhavara,859
2024-10-04 23:44,Swanand Kirkire,Chiraiyya,301
2024-10-04 23:44,A.R. Rahman,Tum Tak,626
2024-10-04 23:44,Pritam,Tu Hi Haqeeqat,2298
2024-10-04 23:44,Zac Efron,Rewrite The Stars,835
2024-10-04 23:44,Sounds of Isha,Mor Bani Thanghat Kare / Aum Namah Shivaya / Navrat Naveli - Live,525515
2024-10-04 23:44,Mame Khan,Chaudhary,394
2024-10-04 23:44,Jonita Gandhi,Piya Tose Naina Laage Re Unplugged,278
2024-10-04 23:44,Pritam,Rab Ka Shukrana,162
2024-10-04 23:44,A.R. Rahman,Ay Hairathe,1880
2024-10-04 23:44,Anu Malik,Moh Moh Ke Dhaage (Female),1160
2024-10-04 23:44,Shankar-Ehsaan-Loy,Padharo Maare Des,15882
2024-10-04 23:44,Pritam,Tu Hi Mera,162
2024-10-04 23:44,Sachin-Jigar,"Afeemi (From ""Meri Pyaari Bindu "")",650
2024-10-04 23:44,Bhavesh Ahir,Rang Morla,812
2024-10-04 23:44,Pritam,Mere Bina,139
2024-10-04 23:44,Sachin-Jigar,Meet,1114
2024-10-04 23:44,Jasleen Royal,Teri Dastaan,580
2024-10-04 23:44,Jasleen Royal,Raatein,928
2024-10-04 23:44,Meet Bros.,Befikra,928
2024-10-04 23:44,Dominique Cerejo,Sooraj Ki Baahon Mein,1323
2024-10-04 23:45,Ashu Shukla,Har Ek Pal,1787
2024-10-04 23:45,Nihira Joshi Deshpande,Rang Laagyo,1578
2024-10-04 23:45,Sunidhi Chauhan,Bhage Re Mann,673
2024-10-04 23:45,Dikshant,Aankhon Se Batana,2089
2024-10-04 23:45,Jasleen Royal,"Koi Mane Prem Shikhvado (From ""Gajab Thai Gayo"")",1671
2024-10-04 23:45,Arijit Singh,Tu Chale,1718
2024-10-04 23:45,Amar Khandha,Kaanha Re Kaanha,1230
2024-10-04 23:45,Parthiv Gohil,Aasmani,28676
2024-10-04 23:45,Dream Note,Waqt Ki Baatein,5247
2024-10-04 23:45,Vishal-Shekhar,Ishq Sufiyana (Male),3808
2024-10-04 23:46,Sathya Yamini,Krishna Krishna,696
2024-10-04 23:46,Vishal-Shekhar,Ishq Sufiyana (Female),15301
2024-10-04 23:46,Jubin Nautiyal,Humnava Mere,3274
2024-10-04 23:46,Vishal Chandrashekhar,Aaja Sajna,4365
2024-10-04 23:46,Arijit Singh,"Itni Si Baat Hain (From ""Azhar"")",1578
2024-10-04 23:47,Vishal Chandrashekhar,Aise Dhale Raat Re,9705
2024-10-04 23:47,Ajit Kale,Tere Sath Mein,1973
2024-10-04 23:47,Rishab Rikhiram Sharma,Tumhi Dekho Naa - Sitar Lofi,4806
2024-10-04 23:47,Sathya Yamini,Krishna Krishna,859
2024-10-04 23:47,Vishal Chandrashekhar,Aaja Sajna,76765
2024-10-05 02:10,Shankar Mahadevan,Tere Naina,394
2024-10-05 02:10,Gulraj Singh,Pakeezah,1160
2024-10-05 02:10,Pritam,Saudebazi (Encore),812
2024-10-05 02:10,Amit Trivedi,Ajnabi,580
2024-10-05 02:10,Jubin Nautiyal,"Bawara Mann (From ""Jolly Ll.B 2"")",766
2024-10-05 02:10,Madhubanti Bagchi,Vairaagi,128452
2024-10-05 02:10,Derek Gust,Day One (feat. Tayler Gust),92
2024-10-05 02:10,Namita Choudhary,Chaap Tilak,441
2024-10-05 02:10,ANDREAH,Best Friend,371
2024-10-05 02:11,Jigardan Gadhavi,Mane Tu Mali Gai,232
